ID	Codepoints	Character	Remarks	Tags
1697	U+1F1FA U+1F1F2	🇺🇲	flag: U.S. Outlying Islands	flag
1698	U+1F1FA U+1F1F3	🇺🇳	flag: United Nations	flag
1699	U+1F1FA U+1F1F8	🇺🇸	flag: United States	flag
1700	U+1F1FA U+1F1FE	🇺🇾	flag: Uruguay	flag
1701	U+1F1FA U+1F1FF	🇺🇿	flag: Uzbekistan	flag
1702	U+1F1FB U+1F1E6	🇻🇦	flag: Vatican City	flag
1703	U+1F1FB U+1F1E8	🇻🇨	flag: St. Vincent & Grenadines	flag
1704	U+1F1FB U+1F1EA	🇻🇪	flag: Venezuela	flag
1705	U+1F1FB U+1F1EC	🇻🇬	flag: British Virgin Islands	flag
1706	U+1F1FB U+1F1EE	🇻🇮	flag: U.S. Virgin Islands	flag
1707	U+1F1FB U+1F1F3	🇻🇳	flag: Vietnam	flag
1708	U+1F1FB U+1F1FA	🇻🇺	flag: Vanuatu	flag
1709	U+1F1FC U+1F1EB	🇼🇫	flag: Wallis & Futuna	flag
1710	U+1F1FC U+1F1F8	🇼🇸	flag: Samoa	flag
1711	U+1F1FD U+1F1F0	🇽🇰	flag: Kosovo	flag
1712	U+1F1FE U+1F1EA	🇾🇪	flag: Yemen	flag
1713	U+1F1FE U+1F1F9	🇾🇹	flag: Mayotte	flag
1714	U+1F1FF U+1F1E6	🇿🇦	flag: South Africa	flag
1715	U+1F1FF U+1F1F2	🇿🇲	flag: Zambia	flag
1716	U+1F1FF U+1F1FC	🇿🇼	flag: Zimbabwe	flag
1401	U+1F201	🈁	Japanese “here” button	“here” | Japanese | Japanese “here” button | katakana | ココ
1402	U+1F202	🈂	Japanese “service charge” button	“service charge” | Japanese | Japanese “service charge” button | katakana | サ
1408	U+1F21A	🈚	Japanese “free of charge” button	“free of charge” | ideograph | Japanese | Japanese “free of charge” button | 無
1405	U+1F22F	🈯	Japanese “reserved” button	“reserved” | ideograph | Japanese | Japanese “reserved” button | 指
1409	U+1F232	🈲	Japanese “prohibited” button	“prohibited” | ideograph | Japanese | Japanese “prohibited” button | 禁
1413	U+1F233	🈳	Japanese “vacancy” button	“vacancy” | ideograph | Japanese | Japanese “vacancy” button | 空
1412	U+1F234	🈴	Japanese “passing grade” button	“passing grade” | ideograph | Japanese | Japanese “passing grade” button | 合
1417	U+1F235	🈵	Japanese “no vacancy” button	“no vacancy” | ideograph | Japanese | Japanese “no vacancy” button | 満
1404	U+1F236	🈶	Japanese “not free of charge” button	“not free of charge” | ideograph | Japanese | Japanese “not free of charge” button | 有
1403	U+1F237	🈷	Japanese “monthly amount” button	“monthly amount” | ideograph | Japanese | Japanese “monthly amount” button | 月
1411	U+1F238	🈸	Japanese “application” button	“application” | ideograph | Japanese | Japanese “application” button | 申
1407	U+1F239	🈹	Japanese “discount” button	“discount” | ideograph | Japanese | Japanese “discount” button | 割
1416	U+1F23A	🈺	Japanese “open for business” button	“open for business” | ideograph | Japanese | Japanese “open for business” button | 営
1406	U+1F250	🉐	Japanese “bargain” button	“bargain” | ideograph | Japanese | Japanese “bargain” button | 得
1410	U+1F251	🉑	Japanese “acceptable” button	“acceptable” | ideograph | Japanese | Japanese “acceptable” button | 可
909	U+1F300	🌀	cyclone	cyclone | dizzy | hurricane | twister | typhoon
761	U+1F301	🌁	foggy	fog | foggy
911	U+1F302	🌂	closed umbrella	closed umbrella | clothing | rain | umbrella
762	U+1F303	🌃	night with stars	night | night with stars | star
764	U+1F304	🌄	sunrise over mountains	morning | mountain | sun | sunrise | sunrise over mountains
765	U+1F305	🌅	sunrise	morning | sun | sunrise
766	U+1F306	🌆	cityscape at dusk	city | cityscape at dusk | dusk | evening | landscape | sunset
767	U+1F307	🌇	sunset	dusk | sun | sunset
910	U+1F308	🌈	rainbow	rain | rainbow
768	U+1F309	🌉	bridge at night	bridge | bridge at night | night
922	U+1F30A	🌊	water wave	ocean | water | wave
722	U+1F30B	🌋	volcano	eruption | mountain | volcano
896	U+1F30C	🌌	milky way	milky way | space
713	U+1F30D	🌍	globe showing Europe-Africa	Africa | earth | Europe | globe | globe showing Europe-Africa | world
714	U+1F30E	🌎	globe showing Americas	Americas | earth | globe | globe showing Americas | world
715	U+1F30F	🌏	globe showing Asia-Australia	Asia | Australia | earth | globe | globe showing Asia-Australia | world
716	U+1F310	🌐	globe with meridians	earth | globe | globe with meridians | meridians | world
876	U+1F311	🌑	new moon	dark | moon | new moon
877	U+1F312	🌒	waxing crescent moon	crescent | moon | waxing
878	U+1F313	🌓	first quarter moon	first quarter moon | moon | quarter
879	U+1F314	🌔	waxing gibbous moon	gibbous | moon | waxing
880	U+1F315	🌕	full moon	full | moon
881	U+1F316	🌖	waning gibbous moon	gibbous | moon | waning
882	U+1F317	🌗	last quarter moon	last quarter moon | moon | quarter
883	U+1F318	🌘	waning crescent moon	crescent | moon | waning
884	U+1F319	🌙	crescent moon	crescent | moon
885	U+1F31A	🌚	new moon face	face | moon | new moon face
886	U+1F31B	🌛	first quarter moon face	face | first quarter moon face | moon | quarter
887	U+1F31C	🌜	last quarter moon face	face | last quarter moon face | moon | quarter
890	U+1F31D	🌝	full moon face	bright | face | full | moon
891	U+1F31E	🌞	sun with face	bright | face | sun | sun with face
894	U+1F31F	🌟	glowing star	glittery | glow | glowing star | shining | sparkle | star
895	U+1F320	🌠	shooting star	falling | shooting | star
888	U+1F321	🌡	thermometer	thermometer | weather
900	U+1F324	🌤	sun behind small cloud	cloud | sun | sun behind small cloud
901	U+1F325	🌥	sun behind large cloud	cloud | sun | sun behind large cloud
902	U+1F326	🌦	sun behind rain cloud	cloud | rain | sun | sun behind rain cloud
903	U+1F327	🌧	cloud with rain	cloud | cloud with rain | rain
904	U+1F328	🌨	cloud with snow	cloud | cloud with snow | cold | snow
905	U+1F329	🌩	cloud with lightning	cloud | cloud with lightning | lightning
906	U+1F32A	🌪	tornado	cloud | tornado | whirlwind
907	U+1F32B	🌫	fog	cloud | fog
908	U+1F32C	🌬	wind face	blow | cloud | face | wind
638	U+1F32D	🌭	hot dog	frankfurter | hot dog | hotdog | sausage
640	U+1F32E	🌮	taco	mexican | taco
641	U+1F32F	🌯	burrito	burrito | mexican | wrap
622	U+1F330	🌰	chestnut	chestnut | plant
580	U+1F331	🌱	seedling	seedling | young
581	U+1F332	🌲	evergreen tree	evergreen tree | tree
582	U+1F333	🌳	deciduous tree	deciduous | shedding | tree
583	U+1F334	🌴	palm tree	palm | tree
584	U+1F335	🌵	cactus	cactus | plant
614	U+1F336	🌶	hot pepper	hot | pepper
579	U+1F337	🌷	tulip	flower | tulip
571	U+1F338	🌸	cherry blossom	blossom | cherry | flower
574	U+1F339	🌹	rose	flower | rose
576	U+1F33A	🌺	hibiscus	flower | hibiscus
577	U+1F33B	🌻	sunflower	flower | sun | sunflower
578	U+1F33C	🌼	blossom	blossom | flower
613	U+1F33D	🌽	ear of corn	corn | ear | ear of corn | maize | maze
585	U+1F33E	🌾	sheaf of rice	ear | grain | rice | sheaf of rice
586	U+1F33F	🌿	herb	herb | leaf
588	U+1F340	🍀	four leaf clover	4 | clover | four | four-leaf clover | leaf
589	U+1F341	🍁	maple leaf	falling | leaf | maple
590	U+1F342	🍂	fallen leaf	fallen leaf | falling | leaf
591	U+1F343	🍃	leaf fluttering in wind	blow | flutter | leaf | leaf fluttering in wind | wind
620	U+1F344	🍄	mushroom	mushroom | toadstool
607	U+1F345	🍅	tomato	fruit | tomato | vegetable
610	U+1F346	🍆	eggplant	aubergine | eggplant | vegetable
592	U+1F347	🍇	grapes	fruit | grape | grapes
593	U+1F348	🍈	melon	fruit | melon
594	U+1F349	🍉	watermelon	fruit | watermelon
595	U+1F34A	🍊	tangerine	fruit | orange | tangerine
596	U+1F34B	🍋	lemon	citrus | fruit | lemon
597	U+1F34C	🍌	banana	banana | fruit
598	U+1F34D	🍍	pineapple	fruit | pineapple
600	U+1F34E	🍎	red apple	apple | fruit | red
601	U+1F34F	🍏	green apple	apple | fruit | green
602	U+1F350	🍐	pear	fruit | pear
603	U+1F351	🍑	peach	fruit | peach
604	U+1F352	🍒	cherries	berries | cherries | cherry | fruit | red
605	U+1F353	🍓	strawberry	berry | fruit | strawberry
635	U+1F354	🍔	hamburger	burger | hamburger
637	U+1F355	🍕	pizza	cheese | pizza | slice
631	U+1F356	🍖	meat on bone	bone | meat | meat on bone
632	U+1F357	🍗	poultry leg	bone | chicken | drumstick | leg | poultry
655	U+1F358	🍘	rice cracker	cracker | rice
656	U+1F359	🍙	rice ball	ball | Japanese | rice
657	U+1F35A	🍚	cooked rice	cooked | rice
658	U+1F35B	🍛	curry rice	curry | rice
659	U+1F35C	🍜	steaming bowl	bowl | noodle | ramen | steaming
660	U+1F35D	🍝	spaghetti	pasta | spaghetti
623	U+1F35E	🍞	bread	bread | loaf
636	U+1F35F	🍟	french fries	french | fries
661	U+1F360	🍠	roasted sweet potato	potato | roasted | sweet
667	U+1F361	🍡	dango	dango | dessert | Japanese | skewer | stick | sweet
662	U+1F362	🍢	oden	kebab | oden | seafood | skewer | stick
663	U+1F363	🍣	sushi	sushi
664	U+1F364	🍤	fried shrimp	fried | prawn | shrimp | tempura
665	U+1F365	🍥	fish cake with swirl	cake | fish | fish cake with swirl | pastry | swirl
676	U+1F366	🍦	soft ice cream	cream | dessert | ice | icecream | soft | sweet
677	U+1F367	🍧	shaved ice	dessert | ice | shaved | sweet
678	U+1F368	🍨	ice cream	cream | dessert | ice | sweet
679	U+1F369	🍩	doughnut	dessert | donut | doughnut | sweet
680	U+1F36A	🍪	cookie	cookie | dessert | sweet
685	U+1F36B	🍫	chocolate bar	bar | chocolate | dessert | sweet
686	U+1F36C	🍬	candy	candy | dessert | sweet
687	U+1F36D	🍭	lollipop	candy | dessert | lollipop | sweet
688	U+1F36E	🍮	custard	custard | dessert | pudding | sweet
689	U+1F36F	🍯	honey pot	honey | honeypot | pot | sweet
682	U+1F370	🍰	shortcake	cake | dessert | pastry | shortcake | slice | sweet
654	U+1F371	🍱	bento box	bento | box
647	U+1F372	🍲	pot of food	pot | pot of food | stew
645	U+1F373	🍳	cooking	cooking | egg | frying | pan
709	U+1F374	🍴	fork and knife	cooking | cutlery | fork | fork and knife | knife
693	U+1F375	🍵	teacup without handle	beverage | cup | drink | tea | teacup | teacup without handle
694	U+1F376	🍶	sake	bar | beverage | bottle | cup | drink | sake
696	U+1F377	🍷	wine glass	bar | beverage | drink | glass | wine
697	U+1F378	🍸	cocktail glass	bar | cocktail | drink | glass
698	U+1F379	🍹	tropical drink	bar | drink | tropical
699	U+1F37A	🍺	beer mug	bar | beer | drink | mug
700	U+1F37B	🍻	clinking beer mugs	bar | beer | clink | clinking beer mugs | drink | mug
690	U+1F37C	🍼	baby bottle	baby | bottle | drink | milk
708	U+1F37D	🍽	fork and knife with plate	cooking | fork | fork and knife with plate | knife | plate
695	U+1F37E	🍾	bottle with popping cork	bar | bottle | bottle with popping cork | cork | drink | popping
650	U+1F37F	🍿	popcorn	popcorn
939	U+1F380	🎀	ribbon	celebration | ribbon
940	U+1F381	🎁	wrapped gift	box | celebration | gift | present | wrapped
681	U+1F382	🎂	birthday cake	birthday | cake | celebration | dessert | pastry | sweet
923	U+1F383	🎃	jack-o-lantern	celebration | halloween | jack | jack-o-lantern | lantern
924	U+1F384	🎄	Christmas tree	celebration | Christmas | tree
306	U+1F385	🎅	Santa Claus	celebration | Christmas | claus | father | santa | Santa Claus
925	U+1F386	🎆	fireworks	celebration | fireworks
926	U+1F387	🎇	sparkler	celebration | fireworks | sparkle | sparkler
929	U+1F388	🎈	balloon	balloon | celebration
930	U+1F389	🎉	party popper	celebration | party | popper | tada
931	U+1F38A	🎊	confetti ball	ball | celebration | confetti
932	U+1F38B	🎋	tanabata tree	banner | celebration | Japanese | tanabata tree | tree
1454	U+1F38C	🎌	crossed flags	celebration | cross | crossed | crossed flags | Japanese
933	U+1F38D	🎍	pine decoration	bamboo | celebration | Japanese | pine | pine decoration
934	U+1F38E	🎎	Japanese dolls	celebration | doll | festival | Japanese | Japanese dolls
935	U+1F38F	🎏	carp streamer	carp | celebration | streamer
936	U+1F390	🎐	wind chime	bell | celebration | chime | wind
937	U+1F391	🎑	moon viewing ceremony	celebration | ceremony | moon | moon viewing ceremony
1026	U+1F392	🎒	backpack	backpack | bag | rucksack | satchel | school
1038	U+1F393	🎓	graduation cap	cap | celebration | clothing | graduation | hat
944	U+1F396	🎖	military medal	celebration | medal | military
941	U+1F397	🎗	reminder ribbon	celebration | reminder | ribbon
1057	U+1F399	🎙	studio microphone	mic | microphone | music | studio
1058	U+1F39A	🎚	level slider	level | music | slider
1059	U+1F39B	🎛	control knobs	control | knobs | music
1090	U+1F39E	🎞	film frames	cinema | film | frames | movie
942	U+1F39F	🎟	admission tickets	admission | admission tickets | ticket
770	U+1F3A0	🎠	carousel horse	carousel | horse
771	U+1F3A1	🎡	ferris wheel	amusement park | ferris | wheel
772	U+1F3A2	🎢	roller coaster	amusement park | coaster | roller
971	U+1F3A3	🎣	fishing pole	fish | fishing pole | pole
1060	U+1F3A4	🎤	microphone	karaoke | mic | microphone
1089	U+1F3A5	🎥	movie camera	camera | cinema | movie
1325	U+1F3A6	🎦	cinema	camera | cinema | film | movie
1061	U+1F3A7	🎧	headphone	earbud | headphone
999	U+1F3A8	🎨	artist palette	art | artist palette | museum | painting | palette
1037	U+1F3A9	🎩	top hat	clothing | hat | top | tophat
774	U+1F3AA	🎪	circus tent	circus | tent
943	U+1F3AB	🎫	ticket	admission | ticket
1092	U+1F3AC	🎬	clapper board	clapper | clapper board | movie
997	U+1F3AD	🎭	performing arts	art | mask | performing | performing arts | theater | theatre
983	U+1F3AE	🎮	video game	controller | game | video game
977	U+1F3AF	🎯	direct hit	bullseye | dart | direct hit | game | hit | target
985	U+1F3B0	🎰	slot machine	game | slot | slot machine
980	U+1F3B1	🎱	pool 8 ball	8 | ball | billiard | eight | game | pool 8 ball
986	U+1F3B2	🎲	game die	dice | die | game
959	U+1F3B3	🎳	bowling	ball | bowling | game
996	U+1F3B4	🎴	flower playing cards	card | flower | flower playing cards | game | Japanese | playing
1055	U+1F3B5	🎵	musical note	music | musical note | note
1056	U+1F3B6	🎶	musical notes	music | musical notes | note | notes
1063	U+1F3B7	🎷	saxophone	instrument | music | sax | saxophone
1064	U+1F3B8	🎸	guitar	guitar | instrument | music
1065	U+1F3B9	🎹	musical keyboard	instrument | keyboard | music | musical keyboard | piano
1066	U+1F3BA	🎺	trumpet	instrument | music | trumpet
1067	U+1F3BB	🎻	violin	instrument | music | violin
1054	U+1F3BC	🎼	musical score	music | musical score | score
973	U+1F3BD	🎽	running shirt	athletics | running | sash | shirt
957	U+1F3BE	🎾	tennis	ball | racquet | tennis
974	U+1F3BF	🎿	skis	ski | skis | snow
953	U+1F3C0	🏀	basketball	ball | basketball | hoop
1452	U+1F3C1	🏁	chequered flag	checkered | chequered | chequered flag | racing
374	U+1F3C2	🏂	snowboarder	ski | snow | snowboard | snowboarder
356	U+1F3C3	🏃	person running	marathon | person running | running
358	U+1F3C3 U+200D U+2640 U+FE0F	🏃‍♀️	woman running	marathon | racing | running | woman
357	U+1F3C3 U+200D U+2642 U+FE0F	🏃‍♂️	man running	man | marathon | racing | running
378	U+1F3C4	🏄	person surfing	person surfing | surfing
380	U+1F3C4 U+200D U+2640 U+FE0F	🏄‍♀️	woman surfing	surfing | woman
379	U+1F3C4 U+200D U+2642 U+FE0F	🏄‍♂️	man surfing	man | surfing
946	U+1F3C5	🏅	sports medal	medal | sports medal
945	U+1F3C6	🏆	trophy	prize | trophy
372	U+1F3C7	🏇	horse racing	horse | jockey | racehorse | racing
955	U+1F3C8	🏈	american football	american | ball | football
956	U+1F3C9	🏉	rugby football	ball | football | rugby
384	U+1F3CA	🏊	person swimming	person swimming | swim
386	U+1F3CA U+200D U+2640 U+FE0F	🏊‍♀️	woman swimming	swim | woman | woman swimming
385	U+1F3CA U+200D U+2642 U+FE0F	🏊‍♂️	man swimming	man | man swimming | swim
390	U+1F3CB	🏋	person lifting weights	lifter | person lifting weights | weight
392	U+1F3CB U+FE0F U+200D U+2640 U+FE0F	🏋️‍♀️	woman lifting weights	weight lifter | woman | woman lifting weights
391	U+1F3CB U+FE0F U+200D U+2642 U+FE0F	🏋️‍♂️	man lifting weights	man | man lifting weights | weight lifter
375	U+1F3CC	🏌	person golfing	ball | golf | person golfing
377	U+1F3CC U+FE0F U+200D U+2640 U+FE0F	🏌️‍♀️	woman golfing	golf | woman | woman golfing
376	U+1F3CC U+FE0F U+200D U+2642 U+FE0F	🏌️‍♂️	man golfing	golf | man | man golfing
804	U+1F3CD	🏍	motorcycle	motorcycle | racing
803	U+1F3CE	🏎	racing car	car | racing
960	U+1F3CF	🏏	cricket game	ball | bat | cricket game | game
954	U+1F3D0	🏐	volleyball	ball | game | volleyball
961	U+1F3D1	🏑	field hockey	ball | field | game | hockey | stick
962	U+1F3D2	🏒	ice hockey	game | hockey | ice | puck | stick
964	U+1F3D3	🏓	ping pong	ball | bat | game | paddle | ping pong | table tennis
720	U+1F3D4	🏔	snow-capped mountain	cold | mountain | snow | snow-capped mountain
724	U+1F3D5	🏕	camping	camping
725	U+1F3D6	🏖	beach with umbrella	beach | beach with umbrella | umbrella
731	U+1F3D7	🏗	building construction	building construction | construction
733	U+1F3D8	🏘	houses	houses
763	U+1F3D9	🏙	cityscape	city | cityscape
734	U+1F3DA	🏚	derelict house	derelict | house
730	U+1F3DB	🏛	classical building	classical | classical building
726	U+1F3DC	🏜	desert	desert
727	U+1F3DD	🏝	desert island	desert | island
728	U+1F3DE	🏞	national park	national park | park
729	U+1F3DF	🏟	stadium	stadium
735	U+1F3E0	🏠	house	home | house
736	U+1F3E1	🏡	house with garden	garden | home | house | house with garden
737	U+1F3E2	🏢	office building	building | office building
738	U+1F3E3	🏣	Japanese post office	Japanese | Japanese post office | post
739	U+1F3E4	🏤	post office	European | post | post office
740	U+1F3E5	🏥	hospital	doctor | hospital | medicine
741	U+1F3E6	🏦	bank	bank | building
1235	U+1F3E7	🏧	ATM sign	atm | ATM sign | automated | bank | teller
742	U+1F3E8	🏨	hotel	building | hotel
743	U+1F3E9	🏩	love hotel	hotel | love
744	U+1F3EA	🏪	convenience store	convenience | store
745	U+1F3EB	🏫	school	building | school
746	U+1F3EC	🏬	department store	department | store
747	U+1F3ED	🏭	factory	building | factory
1103	U+1F3EE	🏮	red paper lantern	bar | lantern | light | red | red paper lantern
748	U+1F3EF	🏯	Japanese castle	castle | Japanese
749	U+1F3F0	🏰	castle	castle | European
1456	U+1F3F3	🏳	white flag	waving | white flag
1457	U+1F3F3 U+FE0F U+200D U+1F308	🏳️‍🌈	rainbow flag	rainbow | rainbow flag
1455	U+1F3F4	🏴	black flag	black flag | waving
1458	U+1F3F4 U+200D U+2620 U+FE0F	🏴‍☠️	pirate flag	Jolly Roger | pirate | pirate flag | plunder | treasure
1717	U+1F3F4 U+E0067 U+E0062 U+E0065 U+E006E U+E0067 U+E007F	🏴󠁧󠁢󠁥󠁮󠁧󠁿	flag: England	flag
1718	U+1F3F4 U+E0067 U+E0062 U+E0073 U+E0063 U+E0074 U+E007F	🏴󠁧󠁢󠁳󠁣󠁴󠁿	flag: Scotland	flag
1719	U+1F3F4 U+E0067 U+E0062 U+E0077 U+E006C U+E0073 U+E007F	🏴󠁧󠁢󠁷󠁬󠁳󠁿	flag: Wales	flag
573	U+1F3F5	🏵	rosette	plant | rosette
1121	U+1F3F7	🏷	label	label
965	U+1F3F8	🏸	badminton	badminton | birdie | game | racquet | shuttlecock
1190	U+1F3F9	🏹	bow and arrow	archer | arrow | bow | bow and arrow | Sagittarius | zodiac
712	U+1F3FA	🏺	amphora	amphora | Aquarius | cooking | drink | jug | zodiac
508	U+1F400	🐀	rat	rat
507	U+1F401	🐁	mouse	mouse
489	U+1F402	🐂	ox	bull | ox | Taurus | zodiac
490	U+1F403	🐃	water buffalo	buffalo | water
491	U+1F404	🐄	cow	cow
481	U+1F405	🐅	tiger	tiger
482	U+1F406	🐆	leopard	leopard
511	U+1F407	🐇	rabbit	bunny | pet | rabbit
478	U+1F408	🐈	cat	cat | pet
546	U+1F409	🐉	dragon	dragon | fairy tale
541	U+1F40A	🐊	crocodile	crocodile
550	U+1F40B	🐋	whale	whale
558	U+1F40C	🐌	snail	snail
544	U+1F40D	🐍	snake	bearer | Ophiuchus | serpent | snake | zodiac
484	U+1F40E	🐎	horse	equestrian | horse | racehorse | racing
496	U+1F40F	🐏	ram	Aries | male | ram | sheep | zodiac
498	U+1F410	🐐	goat	Capricorn | goat | zodiac
497	U+1F411	🐑	ewe	ewe | female | sheep
466	U+1F412	🐒	monkey	monkey
526	U+1F413	🐓	rooster	bird | rooster
525	U+1F414	🐔	chicken	bird | chicken
470	U+1F415	🐕	dog	dog | pet
472	U+1F415 U+200D U+1F9BA	🐕‍🦺	⊛ service dog	accessibility | assistance | dog | service
493	U+1F416	🐖	pig	pig | sow
494	U+1F417	🐗	boar	boar | pig
503	U+1F418	🐘	elephant	elephant
556	U+1F419	🐙	octopus	octopus
557	U+1F41A	🐚	spiral shell	shell | spiral
560	U+1F41B	🐛	bug	bug | insect
561	U+1F41C	🐜	ant	ant | insect
562	U+1F41D	🐝	honeybee	bee | honeybee | insect
563	U+1F41E	🐞	lady beetle	beetle | insect | lady beetle | ladybird | ladybug
552	U+1F41F	🐟	fish	fish | Pisces | zodiac
553	U+1F420	🐠	tropical fish	fish | tropical
554	U+1F421	🐡	blowfish	blowfish | fish
542	U+1F422	🐢	turtle	terrapin | tortoise | turtle
527	U+1F423	🐣	hatching chick	baby | bird | chick | hatching
528	U+1F424	🐤	baby chick	baby | bird | chick
529	U+1F425	🐥	front-facing baby chick	baby | bird | chick | front-facing baby chick
530	U+1F426	🐦	bird	bird
531	U+1F427	🐧	penguin	bird | penguin
516	U+1F428	🐨	koala	bear | koala
473	U+1F429	🐩	poodle	dog | poodle
499	U+1F42A	🐪	camel	camel | dromedary | hump
500	U+1F42B	🐫	two-hump camel	bactrian | camel | hump | two-hump camel
551	U+1F42C	🐬	dolphin	dolphin | flipper
506	U+1F42D	🐭	mouse face	face | mouse
488	U+1F42E	🐮	cow face	cow | face
480	U+1F42F	🐯	tiger face	face | tiger
510	U+1F430	🐰	rabbit face	bunny | face | pet | rabbit
477	U+1F431	🐱	cat face	cat | face | pet
545	U+1F432	🐲	dragon face	dragon | face | fairy tale
549	U+1F433	🐳	spouting whale	face | spouting | whale
483	U+1F434	🐴	horse face	face | horse
465	U+1F435	🐵	monkey face	face | monkey
469	U+1F436	🐶	dog face	dog | face | pet
492	U+1F437	🐷	pig face	face | pig
540	U+1F438	🐸	frog	face | frog
509	U+1F439	🐹	hamster	face | hamster | pet
474	U+1F43A	🐺	wolf	face | wolf
515	U+1F43B	🐻	bear	bear | face
517	U+1F43C	🐼	panda	face | panda
495	U+1F43D	🐽	pig nose	face | nose | pig
523	U+1F43E	🐾	paw prints	feet | paw | paw prints | print
512	U+1F43F	🐿	chipmunk	chipmunk | squirrel
194	U+1F440	👀	eyes	eye | eyes | face
195	U+1F441	👁	eye	body | eye
145	U+1F441 U+FE0F U+200D U+1F5E8 U+FE0F	👁️‍🗨️	eye in speech bubble	eye | eye in speech bubble | speech bubble | witness
188	U+1F442	👂	ear	body | ear
190	U+1F443	👃	nose	body | nose
197	U+1F444	👄	mouth	lips | mouth
196	U+1F445	👅	tongue	body | tongue
164	U+1F446	👆	backhand index pointing up	backhand | backhand index pointing up | finger | hand | point | up
166	U+1F447	👇	backhand index pointing down	backhand | backhand index pointing down | down | finger | hand | point
162	U+1F448	👈	backhand index pointing left	backhand | backhand index pointing left | finger | hand | index | point
163	U+1F449	👉	backhand index pointing right	backhand | backhand index pointing right | finger | hand | index | point
171	U+1F44A	👊	oncoming fist	clenched | fist | hand | oncoming fist | punch
150	U+1F44B	👋	waving hand	hand | wave | waving
155	U+1F44C	👌	OK hand	hand | OK
168	U+1F44D	👍	thumbs up	+1 | hand | thumb | thumbs up | up
169	U+1F44E	👎	thumbs down	-1 | down | hand | thumb | thumbs down
174	U+1F44F	👏	clapping hands	clap | clapping hands | hand
176	U+1F450	👐	open hands	hand | open | open hands
1035	U+1F451	👑	crown	clothing | crown | king | queen
1036	U+1F452	👒	woman’s hat	clothing | hat | woman | woman’s hat
1002	U+1F453	👓	glasses	clothing | eye | eyeglasses | eyewear | glasses
1007	U+1F454	👔	necktie	clothing | necktie | tie
1008	U+1F455	👕	t-shirt	clothing | shirt | t-shirt | tshirt
1009	U+1F456	👖	jeans	clothing | jeans | pants | trousers
1014	U+1F457	👗	dress	clothing | dress
1015	U+1F458	👘	kimono	clothing | kimono
1020	U+1F459	👙	bikini	bikini | clothing | swim
1021	U+1F45A	👚	woman’s clothes	clothing | woman | woman’s clothes
1022	U+1F45B	👛	purse	clothing | coin | purse
1023	U+1F45C	👜	handbag	bag | clothing | handbag | purse
1024	U+1F45D	👝	clutch bag	bag | clothing | clutch bag | pouch
1027	U+1F45E	👞	man’s shoe	clothing | man | man’s shoe | shoe
1028	U+1F45F	👟	running shoe	athletic | clothing | running shoe | shoe | sneaker
1031	U+1F460	👠	high-heeled shoe	clothing | heel | high-heeled shoe | shoe | woman
1032	U+1F461	👡	woman’s sandal	clothing | sandal | shoe | woman | woman’s sandal
1034	U+1F462	👢	woman’s boot	boot | clothing | shoe | woman | woman’s boot
460	U+1F463	👣	footprints	clothing | footprint | footprints | print
458	U+1F464	👤	bust in silhouette	bust | bust in silhouette | silhouette
459	U+1F465	👥	busts in silhouette	bust | busts in silhouette | silhouette
200	U+1F466	👦	boy	boy | young
201	U+1F467	👧	girl	girl | Virgo | young | zodiac
204	U+1F468	👨	man	adult | man
258	U+1F468 U+200D U+1F33E	👨‍🌾	man farmer	farmer | gardener | man | rancher
260	U+1F468 U+200D U+1F373	👨‍🍳	man cook	chef | cook | man
252	U+1F468 U+200D U+1F393	👨‍🎓	man student	graduate | man | student
272	U+1F468 U+200D U+1F3A4	👨‍🎤	man singer	actor | entertainer | man | rock | singer | star
274	U+1F468 U+200D U+1F3A8	👨‍🎨	man artist	artist | man | palette
254	U+1F468 U+200D U+1F3EB	👨‍🏫	man teacher	instructor | man | professor | teacher
264	U+1F468 U+200D U+1F3ED	👨‍🏭	man factory worker	assembly | factory | industrial | man | worker
447	U+1F468 U+200D U+1F466	👨‍👦	family: man, boy	boy | family | man
448	U+1F468 U+200D U+1F466 U+200D U+1F466	👨‍👦‍👦	family: man, boy, boy	boy | family | man
449	U+1F468 U+200D U+1F467	👨‍👧	family: man, girl	family | girl | man
450	U+1F468 U+200D U+1F467 U+200D U+1F466	👨‍👧‍👦	family: man, girl, boy	boy | family | girl | man
451	U+1F468 U+200D U+1F467 U+200D U+1F467	👨‍👧‍👧	family: man, girl, girl	family | girl | man
437	U+1F468 U+200D U+1F468 U+200D U+1F466	👨‍👨‍👦	family: man, man, boy	boy | family | man
440	U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466	👨‍👨‍👦‍👦	family: man, man, boy, boy	boy | family | man
438	U+1F468 U+200D U+1F468 U+200D U+1F467	👨‍👨‍👧	family: man, man, girl	family | girl | man
439	U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466	👨‍👨‍👧‍👦	family: man, man, girl, boy	boy | family | girl | man
441	U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467	👨‍👨‍👧‍👧	family: man, man, girl, girl	family | girl | man
432	U+1F468 U+200D U+1F469 U+200D U+1F466	👨‍👩‍👦	family: man, woman, boy	boy | family | man | woman
